breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,product_id,sizes,description,other_images
"['Men', 'Designers', 'Tom Ford', 'Shoes', 'Espadrilles']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f7/P00885376.jpg,Tom Ford,Leopard-printed espadrilles,€ 635,€ 381,40% off,P00885376,"['UK 6 / EU 39', 'UK 7 / EU 40', 'UK 8 / EU 41', 'UK 9 / EU 42', 'UK 10 / EU 43', 'UK 11 / EU 44', 'UK 12 / EU 45', 'UK 13 / EU 46']","Upper: calf hair Lining: leather Sole: jute insole, rubber sole Toe shape: square toe Made in Italy Includes: dust bags, shoe box Designer color name: Chestnut/Black + Brown Trim: leather P00885376 Fits small to size - we recommend trying one size larger UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f7/P00885376.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f7/P00885376_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f7/P00885376_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f7/P00885376_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f7/P00885376_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f7/P00885376_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f7/P00885376_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f7/P00885376.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f7/P00885376_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f7/P00885376_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f7/P00885376_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f7/P00885376_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f7/P00885376_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f7/P00885376_d4.jpg']"
"['Men', 'Designers', 'Tom Ford', 'Shoes', 'Formal shoes', 'Oxford']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00885653.jpg,Tom Ford,Elkan leather Oxford shoes,"€ 1,255",€ 753,40% off,P00885653,"['UK 7 / EU 40', 'UK 8 / EU 41', 'UK 9 / EU 42', 'UK 10 / EU 43', 'UK 11 / EU 44', 'UK 12 / EU 45', 'UK 13 / EU 46']","Upper: leather Lining: leather Sole: leather insole and sole Toe shape: almond toe Made in Italy Includes: shoe box, dust bags Designer color name: Bruno Closure: lace-up P00885653 True to size Half sizes please take the next size up UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00885653.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00885653_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00885653_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00885653_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00885653_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00885653_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00885653_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00885653.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00885653_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00885653_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00885653_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00885653_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00885653_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00885653_d4.jpg']"
"['Men', 'Designers', 'Brunello Cucinelli', 'Shoes', 'Sandals & slides']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7c/P00895849.jpg,Brunello Cucinelli,Suede sandals,€ 525,€ 367,30% off,P00895849,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Upper: suede Lining: leather Sole: leather insole, rubber sole Toe shape: round open toe Made in Italy Includes: shoe box, dust bags Designer color name: Zaffiro P00895849 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7c/P00895849.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7c/P00895849_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7c/P00895849_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7c/P00895849_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7c/P00895849_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7c/P00895849_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7c/P00895849_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7c/P00895849.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7c/P00895849_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7c/P00895849_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7c/P00895849_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7c/P00895849_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7c/P00895849_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7c/P00895849_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/84/P00894027.jpg,Manolo Blahnik,Ellis leather penny loafers,€ 545,€ 381,30% off,P00894027,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46']","Upper: leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: dust bag, shoe box Designer color name: 2029 Dbrw P00894027 Fits slightly large to size - we recommend trying a half size smaller UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/84/P00894027.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/84/P00894027_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/84/P00894027_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/84/P00894027_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/84/P00894027_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/84/P00894027_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/84/P00894027_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/84/P00894027.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/84/P00894027_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/84/P00894027_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/84/P00894027_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/84/P00894027_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/84/P00894027_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/84/P00894027_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033.jpg,Manolo Blahnik,Ellis suede penny loafers,€ 545,€ 381,30% off,P00894033,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 10.5 / EU 44.5', 'UK 11 / EU 45', 'UK 12 / EU 46']","Upper: leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: dust bag, shoe box Designer color name: 2079 Dbrw P00894033 Fits slightly large to size - we recommend trying a half size smaller UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/71/P00894033_d4.jpg']"
"['Men', 'Designers', 'Thom Browne', 'Shoes', 'Boots', 'Lace up boots']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d2/P00876128.jpg,Thom Browne,Leather lace-up brogue boots,"€ 1,315",€ 526,60% off,P00876128,"['US 6 / EU 39', 'US 7 / EU 40', 'US 8 / EU 41', 'US 9 / EU 42', 'US 10 / EU 43', 'US 11 / EU 44', 'US 12 / EU 45']","Upper: calf leather Lining: leather Sole: leather insole and sole Toe shape: round toe Made in the UK Includes: dust bags, dust bag Designer color name: Brown Closure: lace-up P00876128 True to size Half sizes please take the next size down US sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d2/P00876128.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d2/P00876128_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d2/P00876128_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d2/P00876128_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d2/P00876128_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d2/P00876128_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d2/P00876128_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d2/P00876128.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d2/P00876128_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d2/P00876128_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d2/P00876128_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d2/P00876128_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d2/P00876128_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d2/P00876128_d4.jpg']"
"['Men', 'Designers', 'Tom Ford', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623.jpg,Tom Ford,Neal velvet loafers,€ 545,€ 381,30% off,P00885623,"['UK 6 / EU 39', 'UK 7 / EU 40', 'UK 8 / EU 41', 'UK 9 / EU 42', 'UK 10 / EU 43', 'UK 11 / EU 44', 'UK 12 / EU 45', 'UK 13 / EU 46', 'UK 14 / EU 47']","Upper: fabric Lining: fabric Sole: fabric insole, rubber sole Toe shape: round toe Made in Italy Includes: dust bags, shoe box P00885623 Fits large to size - we recommend trying one size smaller UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e6/P00885623_d4.jpg']"
"['Men', 'Designers', 'Kenzo', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760.jpg,Kenzo,x Asics sneakers,€ 245,€ 147,40% off,P00860760,"['US 7 / EU 40', 'US 7.5 / EU 40.5', 'US 8 / EU 41', 'US 8.5 / EU 41.5', 'US 9 / EU 42', 'US 9.5 / EU 42.5', 'US 10 / EU 43', 'US 10.5 / EU 43.5', 'US 11 / EU 44', 'US 11.5 / EU 44.5', 'US 12 / EU 45', 'US 13 / EU 46']","Upper: fabric Lining: fabric Sole: fabric insole, rubber sole Toe shape: round toe Made in Cambodia Includes: shoe box Designer color name: Off White Closure: lace-up P00860760 Fits slightly small to size - we recommend trying a half size larger US sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a9/P00860760_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026.jpg,Manolo Blahnik,Perry suede penny loafers,€ 695,€ 486,30% off,P00894026,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46']","Upper: calf leather Lining: leather Sole: leather insole and sole Toe shape: round toe Made in Italy Includes: dust bag, shoe box Designer color name: 7040 Dyel P00894026 True to size Half sizes please take the next size up UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9f/P00894026_d4.jpg']"
"['Men', 'Designers', 'Ami Paris', 'Shoes', 'Formal shoes', 'Derby']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224.jpg,Ami Paris,Anatomical leather Derby shoes,€ 465,€ 186,60% off,P00914224,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Upper: leather Lining: leather Sole: leather insole and sole Toe shape: round toe Made in Portugal Includes: shoe box, dust bag Closure: lace-up P00914224 True to size Half sizes please take the next size down European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/5a/P00914224_d4.jpg']"
"['Men', 'Designers', 'Visvim', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971.jpg,Visvim,Skynyrd Ring leather sneakers,€ 949,€ 474,50% off,P00907971,"['US 8 / EU 41-42', 'US 9 / EU 42.5-43', 'US 10 / EU 44-44.5', 'US 11 / EU 45-45.5', 'US 12 / EU 45.5-46']","Upper: leather Lining: leather Sole: leather insole, rubber sole Toe shape: square toe Made in Italy Includes: shoe box, dust bag Designer color name: Sand Closure: buckle fastening P00907971 Fits large to size - we recommend trying one size smaller US sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00907971_d4.jpg']"
"['Men', 'Designers', 'Tom Ford', 'Shoes', 'Espadrilles']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379.jpg,Tom Ford,Barnes leather espadrilles,€ 549,€ 329,40% off,P00885379,"['UK 6 / EU 39', 'UK 7 / EU 40', 'UK 8 / EU 41', 'UK 9 / EU 42', 'UK 10 / EU 43', 'UK 11 / EU 44', 'UK 12 / EU 45', 'UK 13 / EU 46']","Upper: leather Lining: leather Sole: jute insole, rubber sole Toe shape: square toe Made in Spain Includes: dust bags, shoe box Designer color name: Olive + Ecru' Trim: jute P00885379 True to size Half sizes please take the next size up UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/25/P00885379_d4.jpg']"
