breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,product_id,sizes,description,other_images
"['Men', 'Designers', 'ERL', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00971145.jpg,ERL,Vamps suede sneakers,€ 295,,,P00971145,"['US 6 / EU 39', 'US 7 / EU 40', 'US 8 / EU 41', 'US 9 / EU 42', 'US 10 / EU 43', 'US 11 / EU 44', 'US 12 / EU 45']",Upper: leather Lining: fabric Sole: rubber insole and sole Toe shape: round toe Made in China Includes: shoe box Designer color name: Black P00971145 True to size Half sizes please take the next size down European sizes Consult our,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00971145.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00971145_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00971145_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00971145_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00971145_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00971145_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00971145_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00971145.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00971145_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00971145_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00971145_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00971145_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00971145_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/d9/P00971145_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2d/P00947902.jpg,Manolo Blahnik,Nadores croc-effect leather sneakers,€ 545,,,P00947902,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: calf leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: shoe box, dust bag Designer color name: 2029 Dbrw Closure: elasticated sides P00947902 Fits small to size - we recommend trying one size larger UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2d/P00947902.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2d/P00947902_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2d/P00947902_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2d/P00947902_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2d/P00947902_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2d/P00947902_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2d/P00947902_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2d/P00947902.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2d/P00947902_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2d/P00947902_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2d/P00947902_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2d/P00947902_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2d/P00947902_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2d/P00947902_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00947916.jpg,Manolo Blahnik,Truro suede loafers,€ 695,€ 122,50% off,P00947916,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']",Upper: suede Lining: leather Sole: leather insole and sole Toe shape: almond toe Made in Italy Includes: shoe box Designer color name: 0304 Mgry P00947916 Fits slightly large to size - we recommend trying a half size smaller UK sizes Consult our,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00947916.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00947916_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00947916_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00947916_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00947916_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00947916_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00947916_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00947916.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00947916_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00947916_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00947916_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00947916_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00947916_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/cc/P00947916_d4.jpg']"
"['Men', 'Designers', 'Brioni', 'Shoes', 'Boots', 'Lace up boots']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00938817.jpg,Brioni,Suede desert boots,"€ 1,009",,,P00938817,"['UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']",Material: 100% leather Care instructions: do not wash Made in Italy Designer color name: Caffee P00938817 True to size Half sizes please take the next size down UK sizes Consult our,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00938817.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00938817_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00938817_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00938817_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00938817_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00938817_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00938817_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00938817.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00938817_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00938817_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00938817_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00938817_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00938817_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00938817_d4.jpg']"
"['Men', 'Designers', 'Tom Ford', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/98/P00945404.jpg,Tom Ford,Jake leather sneakers,€ 665,€ 678,30% off,P00945404,"['UK 6 / EU 39', 'UK 7 / EU 40', 'UK 8 / EU 41', 'UK 9 / EU 42', 'UK 10 / EU 43', 'UK 11 / EU 44', 'UK 12 / EU 45', 'UK 13 / EU 46']","Upper: leather Lining: fabric Sole: fabric insole, rubber sole Toe shape: round toe Made in Italy Includes: shoe box Designer color name: Marble + Ivory Closure: lace-up P00945404 True to size Half sizes please take the next size up UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/98/P00945404.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/98/P00945404_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/98/P00945404_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/98/P00945404_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/98/P00945404_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/98/P00945404_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/98/P00945404_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/98/P00945404.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/98/P00945404_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/98/P00945404_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/98/P00945404_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/98/P00945404_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/98/P00945404_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/98/P00945404_d4.jpg']"
"['Men', 'Designers', 'Moncler', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00953950.jpg,Moncler,Monclub leather sneakers,€ 520,,,P00953950,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Upper: leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: shoe box, dust bag Designer color name: Black Closure: lace-up P00953950 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00953950.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00953950_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00953950_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00953950_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00953950_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00953950_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00953950_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00953950.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00953950_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00953950_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00953950_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00953950_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00953950_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00953950_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00947911.jpg,Manolo Blahnik,Semanado leather sneakers,€ 500,,,P00947911,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: calf leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: dust bag, shoe box Designer color name: 0015 Blck Closure: lace-up P00947911 True to size Half sizes please take the next size down UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00947911.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00947911_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00947911_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00947911_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00947911_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00947911_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00947911_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00947911.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00947911_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00947911_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00947911_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00947911_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00947911_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2a/P00947911_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00947921.jpg,Manolo Blahnik,Perry suede penny loafers,€ 695,€ 122,50% off,P00947921,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: leather Lining: leather Sole: leather insole and sole Toe shape: round toe Made in Italy Includes: shoe box, dust bags Designer color name: 0015 Blck P00947921 True to size Half sizes please take the next size down UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00947921.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00947921_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00947921_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00947921_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00947921_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00947921_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00947921_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00947921.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00947921_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00947921_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00947921_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00947921_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00947921_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ee/P00947921_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/69/P00947905.jpg,Manolo Blahnik,Perry leather penny loafers,€ 695,,,P00947905,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 10.5 / EU 44.5', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: leather Lining: leather Sole: leather insole and sole Toe shape: round toe Made in Italy Includes: dust bag, shoe box Designer color name: 2012 Dbrw P00947905 Fits slightly large to size - we recommend trying a half size smaller UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/69/P00947905.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/69/P00947905_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/69/P00947905_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/69/P00947905_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/69/P00947905_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/69/P00947905_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/69/P00947905_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/69/P00947905.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/69/P00947905_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/69/P00947905_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/69/P00947905_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/69/P00947905_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/69/P00947905_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/69/P00947905_d4.jpg']"
"['Men', 'Designers', 'Dolce & Gabbana', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00947944.jpg,Dolce&Gabbana,Aria DG suede sneakers,€ 465,,,P00947944,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Upper: calf leather Lining: fabric Sole: leather insole, rubber sole Toe shape: almond toe Made in Italy Includes: dust bag, shoe box Designer color name: Khaki Closure: lace-up P00947944 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00947944.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00947944_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00947944_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00947944_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00947944_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00947944_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00947944_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00947944.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00947944_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00947944_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00947944_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00947944_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00947944_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/39/P00947944_d4.jpg']"
"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00942457.jpg,Christian Louboutin,Fun Louis Junior leather sneakers,€ 670,,,P00942457,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']","Upper: leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: extra laces, dust bags, shoe box Designer color name: White/Jacaranda Closure: lace-up P00942457 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00942457.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00942457_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00942457_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00942457_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00942457_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00942457_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00942457_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00942457.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00942457_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00942457_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00942457_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00942457_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00942457_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00942457_d4.jpg']"
"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Espadrilles']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00942474.jpg,Christian Louboutin,Chambespadrille suede espadrilles,€ 545,,,P00942474,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Upper: leather Lining: leather Sole: rubber insole and sole Toe shape: square toe Made in Spain Includes: shoe box, dust bags Designer color name: Saharienne P00942474 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00942474.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00942474_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00942474_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00942474_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00942474_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00942474_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00942474_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00942474.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00942474_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00942474_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00942474_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00942474_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00942474_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/57/P00942474_d4.jpg']"
"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sandals & slides']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/61/P00942430.jpg,Christian Louboutin,Super Loubi PVC slides,€ 250,,,P00942430,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Upper: polyvinyl chloride Lining: polyvinyl chloride Sole: rubber insole and sole Toe shape: round open toe Made in Italy Includes: dust bag, shoe box Designer color name: Jacaranda P00942430 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/61/P00942430.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/61/P00942430_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/61/P00942430_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/61/P00942430_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/61/P00942430_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/61/P00942430_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/61/P00942430_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/61/P00942430.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/61/P00942430_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/61/P00942430_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/61/P00942430_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/61/P00942430_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/61/P00942430_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/61/P00942430_d4.jpg']"
"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00942433.jpg,Christian Louboutin,Varsiboat suede loafers,€ 630,,,P00942433,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']","Upper: leather Lining: leather Sole: leather insole, signature red leather sole Toe shape: almond toe Made in Italy Includes: shoe box, dust bags P00942433 True to size Half sizes please take the next size down European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00942433.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00942433_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00942433_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00942433_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00942433_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00942433_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00942433_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00942433.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00942433_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00942433_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00942433_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00942433_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00942433_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7b/P00942433_d4.jpg']"
